reference,baseline_hyp,finetuned_hyp,llm_repaired,speech_status,gender,duration
single,thing off,thingo,thingo,dysarthria,male,2.435
he slowly takes a short walk in the open air each day,"If only they could walk in the open air, then they would walk in the open air, they could walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they would walk in the open air, they",he slowly stayed at a churchwalk in the open air these days,he slowly stayed at a churchwalk in the open air these days,dysarthria,male,10.65
feed,See you soon!,seed,seed,dysarthria,male,3.34
sigh,Sorry.,"sigh,","sigh,",dysarthria,male,2.35
write,Break.,rake,rake,dysarthria,female,4.65
dagger,That ain't good.,dagger,dagger,dysarthria,male,3.81
floor,Sure.,"floor,","floor,",dysarthria,male,2.125
Alfalfa is healthy for you,I'll felt that is healthy for you.,Alfalfa is healthy for you,Alfalfa is healthy for you,dysarthria,female,4.715
grow,You're all.,grow,grow,dysarthria,male,2.4
seeds,"All right, that's it.","ah, sheesh","ah, sheesh",dysarthria,male,4.05
hair,"Hey, I love you.",haer,haer,dysarthria,male,2.357
stubble,Thank you.,dumble,dumble,dysarthria,male,3.065
ham,him.,ham,ham,dysarthria,female,2.76
Mother sews yellow gingham aprons,"Mother Soes, yellow, king him, apron.","Mother seuse yellow gingham aprons,","Mother seuse yellow gingham aprons,",dysarthria,female,5.25
thigh,God.,"side,","side,",dysarthria,male,3.3
fat,but,"fat,","fat,",dysarthria,female,2.7
ship,Thank you.,jip,jip,dysarthria,male,1.05
suit,Soot.,suit,suit,dysarthria,male,3.3
Some prefer the traditional steel kind,some preferable traditions still kind.,Some prefer the tradition of steel-kind,Some prefer the tradition of steel-kind,dysarthria,female,2.955
This is a period of transition for me,"Dean, Dean, a beard, a pen, a beard, a pen, a beard, a beard, a pen, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard, a beard",This is a period of transition for me,This is a period of transition for me,dysarthria,male,7.296
brawn,BOOM!,brug,brug,dysarthria,male,4.3
cart,Oh my god.,"carts,","carts,",dysarthria,male,2.705
beat,beat.,beat,beat,dysarthria,male,2.055
chip,Sure.,chip,chip,dysarthria,female,1.8
though,So,though,though,dysarthria,female,2.1
sigh,Bye!,shy,shy,dysarthria,male,2.1
She doesn't like it to have,She doesn't like it to have it.,She doesn't like it to have,She doesn't like it to have,dysarthria,female,4.5
air,Yeah.,"air,","air,",dysarthria,male,2.905
fate,Weak!,fake,fake,dysarthria,male,3.39
Aluminum silverware can often be flimsy,I'll learn that so well where I can often be flinty.,Alum remember silverware can often be flimsy,Alum remember silverware can often be flimsy,dysarthria,female,4.165
horn,"That's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it,",horn,horn,dysarthria,male,3.265
and,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,and,and,dysarthria,male,1.895
two,Thank you.,tube,tube,dysarthria,female,1.584
Trespassers can be prosecuted and fined,Trust process can be prosecuted and found.,Trespassers can be persecuted and fined,Trespassers can be persecuted and fined,dysarthria,female,4.895
Being able to dance can help too,"Be able to turn, could help crew.",Being able to dance can help crew,Being able to dance can help crew,dysarthria,male,6.75
and,and and,and,and,dysarthria,female,3.9
Students watched as he got out,"Please don't fall, he's got love.",Students swore as he got out,Students swore as he got out,dysarthria,male,6.645
The books are very expensive,The books are very expensive.,The books are very expensive,The books are very expensive,dysarthria,female,3.88
goat,Go!,goat,goat,dysarthria,male,2.84
jungle,Dingo!,jingles,jingles,dysarthria,male,3.35
She wore warm fleecy woolen overalls,"You are one, two, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, four, three, four, three, four, three, four, three, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four, four,",You wore warm flinty woolen overall,You wore warm flinty woolen overall,dysarthria,male,7.05
race,Race,race,race,dysarthria,male,2.35
slip,Flip,slip,slip,dysarthria,female,2.215
knitting,Good evening.,knitting,knitting,dysarthria,female,1.65
rave,Reve!,rave,rave,dysarthria,male,3.125
knitting,Nidding.,knitting,knitting,dysarthria,female,1.66
Grandfather likes to be modern in his language,"Grand Paris, like a dupe, my journey may be engulfed.",Grandfather likes to be modern in his language,Grandfather likes to be modern in his language,dysarthria,male,8.54
bug,That's it.,buck,buck,dysarthria,male,1.86
The quick brown fox jumps over the lazy dog,A quick brown-fuck jump is over baby boat.,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,dysarthria,male,9.15
bear,BEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,bear,bear,dysarthria,male,3.295
knot,Not.,nought,nought,dysarthria,male,2.475
Their house is grey and white,They're out in gray and white.,"Their house is grey and white,","Their house is grey and white,",dysarthria,male,4.84
Two other cases also were under advisement,"True, as a patriot, all through our lives, our lives, and our lives, you know.",Two other cases also were under advisement,Two other cases also were under advisement,dysarthria,male,8.575
witch,Which?,witch,witch,dysarthria,female,2.7
quebec,Go back.,pubak,pubak,dysarthria,female,2.84
sin,See you.,sin,sin,dysarthria,male,2.665
fitting,First thing.,fifthing,fifthing,dysarthria,male,3
I scrubbed the floors thoroughly,That's quite the promise to me.,I squirted promes sterling,I squirted promes sterling,dysarthria,male,4.5
ate,8,heat,heat,dysarthria,male,3
beta,Bella.,billa,billa,dysarthria,male,2.85
feed,Food.,feet,feet,dysarthria,male,2.89
Nobody really expects to evacuate,Nobody really expects to backer it.,Nobody really expects to evacuate,Nobody really expects to evacuate,dysarthria,female,3.46
train,Thanks!,train,train,dysarthria,male,2.675
sheet,Seed.,sheet,sheet,dysarthria,male,2.46
car,What?,scar,scar,dysarthria,male,1.62
form,Boom.,bomb,bomb,dysarthria,female,1.367
sip,Soap.,sip,sip,dysarthria,female,2.458
rock,Ruff.,rock,rock,dysarthria,female,2.1
corn,Corn.,"corn,","corn,",dysarthria,female,1.5
Students watched as he got out,"Do it in one, L.D., can I have them?",Tune it in one as he cut out,Tune it in one as he cut out,dysarthria,male,4.65
six,Thanks.,six,six,dysarthria,female,1.5
harp,HIPP!,harp,harp,dysarthria,female,2.23
The train approached the depot slowly,to drain a bunch of debris from the ground.,To train a bunch of people slowly,To train a bunch of people slowly,dysarthria,male,4.95
back,Back!,back,back,dysarthria,male,2.485
toot,Hoop!,Whoop,Whoop,dysarthria,male,2.25
stubble,Stop all.,stubble,stubble,dysarthria,female,1.217
dug,Dark.,dug,dug,dysarthria,male,1.969
